,times,positions,speeds
0,2.9025468826293945,0.0,0.0
1,2.9401321411132812,2.4307004164289467e-05,0.004462925743890997
2,2.979912519454956,0.00026259534006994683,0.008925851487781994
3,3.0202713012695312,0.0009665022721390836,0.03506584518616301
4,3.0601136684417725,0.0032063329345566422,0.05419267124820176
5,3.1034128665924072,0.004834304500346882,0.050367306658411944
6,3.1429648399353027,0.007402678194460452,0.04144145594890237
7,3.1827480792999268,0.009110344855871314,0.08415802720155534
8,3.2238616943359375,0.013200695638599696,0.11093558555626339
9,3.2640089988708496,0.01708842164071265,0.1345253338599673
10,3.3009161949157715,0.022205842968251788,0.14727654915926666
11,3.3390045166015625,0.027075213310671743,0.16640337210821576
12,3.378593921661377,0.03290889431010121,0.15428971757388132
13,3.4178810119628906,0.03887028670026273,0.12623704391542268
14,3.4579851627349854,0.04498429519853774,0.1485516706891966
15,3.498713731765747,0.05069524575071145,0.17915458740751516
16,3.537574529647827,0.05610733969430784,0.16066532522353102
17,3.576143264770508,0.06117535006256219,0.0879833980175245
18,3.6149542331695557,0.06653384905435371,0.1345253338599673
19,3.653301477432251,0.0705365352318994,0.14090094150961696
20,3.691922664642334,0.07507935492001387,0.05036731288459129
21,3.730308771133423,0.07860048348227196,0.11412338938108826
22,3.7690086364746094,0.0823640843729558,0.051642434414521224
23,3.8075759410858154,0.0852876989557983,0.11667363244094814
24,3.8462235927581787,0.0898105948700076,0.07523218271822511
25,3.8854713439941406,0.09333530971156861,0.10774778173143855
26,3.9240782260894775,0.09782473368561725,0.07650730424815505
27,3.962710380554199,0.1016076606369891,0.12113655779570291
28,4.001302480697632,0.1056946243781536,0.098184370256964
29,4.040098667144775,0.1105026294969457,0.13516289462493225
30,4.078703165054321,0.11502572464889403,0.1300622590769082
31,4.117083549499512,0.12022323954753192,0.09053349164908009
32,4.156021595001221,0.12533169517681372,0.15875249350033183
33,4.194893836975098,0.1303835672882049,0.1326125021367681
34,4.2332470417022705,0.13565719100316045,0.07650715481985075
35,4.27224326133728,0.1407152394844622,0.1740539518594911
36,4.31358528137207,0.14590060088101792,0.14345103514117258
37,4.351668357849121,0.15082595702811138,0.0733193509950259
38,4.387448072433472,0.15564850650185424,0.14345103514117258
39,4.425238847732544,0.15969104022721023,0.15110176432075217
40,4.463344573974609,0.16469210671514328,0.08734568782425524
41,4.499617576599121,0.1684208410014931,0.1383505490214528
42,4.537517070770264,0.17232171669438343,0.056105210340971726
43,4.577115297317505,0.17653878267914863,0.11794860454257379
44,4.616940021514893,0.18030278204531058,0.08224520170453548
45,4.656538486480713,0.18494741221808036,0.12687445525208335
46,4.69362473487854,0.1887516576075307,0.10137202465348456
47,4.7319724559783936,0.19363656849359667,0.12942469831194323
48,4.77133584022522,0.1977309040311061,0.12049884760243366
49,4.808211803436279,0.20229225282895236,0.09563397776879985
50,4.846013069152832,0.20639953881950013,0.14090079208131268
51,4.885432004928589,0.21090589800136816,0.11667348301264382
52,4.922645807266235,0.2159496013654582,0.14026323131634771
53,4.966212749481201,0.22098732759737674,0.13771298825648784
54,5.00350546836853,0.22542216043092522,0.09818422082865973
55,5.041049957275391,0.23052722901864323,0.155564689675507
56,5.08001971244812,0.23495927252384502,0.1255993337221534
57,5.119635820388794,0.24013248041831853,0.06885642564027113
58,5.158334255218506,0.24522938025873536,0.15875249350033183
59,5.195155620574951,0.2492057670547263,0.13771298825648784
60,5.2347328662872314,0.2545899677148555,0.052917406516146875
61,5.278040170669556,0.25962948708642547,0.13452518443166298
62,5.314642906188965,0.26321138315909426,0.11603592224767888
63,5.351924657821655,0.26826484917239785,0.12687445525208335
64,5.389747381210327,0.2717527050322343,0.14663883896599741
65,5.427655935287476,0.27651070147852447,0.07905739787971063
66,5.465526580810547,0.28020377220958403,0.11922372607250373
67,5.501495122909546,0.28446706134980915,0.06439350028551634
68,5.537944316864014,0.2884705444783111,0.12304909066229354
69,5.575878858566284,0.2927880262835582,0.08862080935418518
70,5.61382269859314,0.2976442469352008,0.15110176432075217
71,5.652287721633911,0.3017794262092158,0.13069981984187315
72,5.688133955001831,0.3064483633861499,0.11731104377760881
73,5.7251362800598145,0.31058932055459737,0.1364378667265579
74,5.763125419616699,0.3151853367190386,0.11029787536299414
75,5.799018621444702,0.32006666132580164,0.15301444661564712
76,5.835248947143555,0.32427894560482956,0.12814927792540473
77,5.873278856277466,0.32926925325485384,0.06885612678366254
78,5.911518573760986,0.3338983428839776,0.14345073628456398
79,5.949776887893677,0.33813812197099463,0.1198609879808601
80,5.985636234283447,0.34338166078735344,0.13835025016484423
81,6.023406744003296,0.3472673944120758,0.142813175519599
82,6.061530351638794,0.35173629689900215,0.05865515454422303
83,6.097401857376099,0.3558314293874678,0.13133708175022957
84,6.133984565734863,0.3596627711094291,0.08798294973261163
85,6.172035217285156,0.36449109847760447,0.13835025016484423
86,6.208679437637329,0.36837802752876125,0.1198609879808601
87,6.247201681137085,0.3733346640008858,0.1198609879808601
88,6.283947706222534,0.3769550129571916,0.1287868386903697
89,6.324024438858032,0.38175963103441973,0.08096978131799697
90,6.3648176193237305,0.38644131942665316,0.15301414775903852
91,6.401662588119507,0.39035634099901617,0.12113610951079007
92,6.439126014709473,0.39533847990173926,0.12751171716043974
93,6.478068113327026,0.39929235283321735,0.11731074492100023
94,6.515504837036133,0.404013490297783,0.07650685596324218
95,6.554394006729126,0.4086029316168355,0.14408829704952897
96,6.59590744972229,0.4135498054397465,0.1243239133356149
97,6.636614561080933,0.4188505254872131,0.08033222055303199
98,6.673757076263428,0.4230062262483503,0.12559903486554486
99,6.710730791091919,0.42727270319240035,0.10328378547383636
100,6.7490394115448,0.43239151918411284,0.13197401989726001
101,6.788741588592529,0.4366121714481809,0.1345242629571199
102,6.827245235443115,0.44134904869413155,0.07841891564020255
103,6.866153717041016,0.4458384726681803,0.1460003567264893
104,6.903599977493286,0.44988299877092675,0.11539744000817077
105,6.941105365753174,0.45474420036604557,0.13643694525201477
106,6.979963779449463,0.45898577259271417,0.11731012230306569
107,7.019521713256836,0.46368021220024686,0.07778135487523757
108,7.058197259902954,0.46820251040123895,0.12687353377754024
109,7.094935178756714,0.47227652368936507,0.10774671082859114
110,7.132763624191284,0.4773317828423202,0.12177304765782046
111,7.171031951904297,0.48138288379045535,0.1275110945425052
112,7.207035779953003,0.4858677252965059,0.089895009409572
113,7.243772268295288,0.4899584745547123,0.1402623098418046
114,7.28181791305542,0.49418590090190817,0.1026462247088714
115,7.317688226699829,0.49883531278041526,0.14217499213669954
116,7.354863882064819,0.5029487751408735,0.12304816918775043
117,7.3933024406433105,0.5079950685955714,0.08861988787964206
118,7.431046724319458,0.5122197056144205,0.12814865530747016
119,7.4691901206970215,0.5167579428345367,0.09754573858915164
120,7.5048909187316895,0.5214169181245182,0.15620132896592884
121,7.541617393493652,0.5254257806719745,0.13197401989726001
122,7.579596757888794,0.5302445446286754,0.10774671082859114
123,7.61543345451355,0.5340328509990017,0.12432329071768036
124,7.651856899261475,0.538331604456778,0.07905647640516753
125,7.689954519271851,0.5428560942728997,0.1294237768374001
